"Fruits: Farmgate Prices by Commodity, by Region and by Province, Monthly, 2010-2024"

"Geolocation","Commodity","2020 January","2020 February","2020 March","2020 April","2020 May","2020 June","2020 July","2020 August","2020 September","2020 October","2020 November","2020 December","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2022 January","2022 February","2022 March","2022 April","2022 May","2022 June","2022 July","2022 August","2022 September","2022 October","2022 November","2022 December","2023 January","2023 February","2023 March","2023 April","2023 May","2023 June","2023 July","2023 August","2023 September","2023 October","2023 November","2023 December","2024 January","2024 February","2024 March","2024 April","2024 May","2024 June","2024 July","2024 August","2024 September","2024 October","2024 November","2024 December"
"..REGION II (CAGAYAN VALLEY)","Banana Cavendish",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.00,26.59,20.00,29.67,20.00,..,35.00,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Banana Lakatan, green",22.43,25.33,23.05,26.82,26.72,28.86,33.95,30.02,30.81,28.50,27.03,28.14,25.73,26.55,25.97,25.55,24.93,26.81,26.12,23.83,24.99,24.24,24.95,24.31,23.47,24.08,21.70,22.88,21.18,19.19,17.08,18.02,17.71,19.33,19.21,20.43,19.46,20.48,22.04,21.36,21.95,20.98,20.99,22.75,24.46,26.80,26.41,28.63,20.30,24.13,23.02,26.98,25.99,29.98,35.60,33.36,32.27,..,..,..
"..REGION II (CAGAYAN VALLEY)","Banana Latundan, green",19.61,19.19,20.35,20.66,21.82,22.37,24.18,24.87,23.95,22.76,20.43,20.75,20.79,20.51,21.31,21.42,20.56,21.07,21.56,22.72,22.52,16.34,14.95,14.33,14.11,13.12,12.63,12.97,12.26,20.97,19.84,20.51,18.12,18.22,12.10,20.05,18.63,19.02,19.79,19.88,20.54,19.35,20.29,21.14,21.37,21.47,21.54,22.30,21.85,21.76,22.43,24.50,35.00,35.00,17.61,17.26,20.35,..,..,..
"..REGION II (CAGAYAN VALLEY)","Banana Saba, green",10.29,9.85,11.31,11.88,14.74,12.84,15.27,14.06,14.72,14.12,11.21,10.97,10.11,9.64,9.59,11.13,10.95,11.75,10.76,12.64,11.90,12.54,9.88,9.45,9.59,8.79,8.91,9.04,8.50,8.40,7.64,8.33,8.30,8.15,8.17,8.04,7.23,7.63,8.80,9.06,10.40,9.27,8.92,9.98,10.60,11.11,10.62,11.51,10.59,11.93,11.48,6.00,6.86,10.38,8.19,8.94,11.52,..,..,..
"..REGION II (CAGAYAN VALLEY)","Calamansi",24.11,19.59,70.73,35.00,25.49,21.95,20.30,16.63,11.47,11.11,13.65,15.76,24.00,71.65,52.48,29.59,38.87,36.01,26.10,28.20,19.54,16.39,21.16,27.63,29.94,40.71,52.40,37.86,30.50,30.60,29.17,22.37,16.02,20.20,24.50,32.46,31.89,25.48,60.81,51.45,38.86,25.69,29.73,23.66,14.77,22.20,18.70,23.43,35.60,29.23,29.21,41.65,59.62,46.64,68.78,62.25,42.57,..,..,..
"..REGION II (CAGAYAN VALLEY)","Chico [Sapota]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.00,..,110.00,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Dragon fruit",..,..,..,..,..,..,..,42.89,42.77,..,..,..,..,..,..,..,..,..,46.10,42.86,..,..,..,..,..,..,..,..,..,..,27.92,35.50,38.33,..,..,..,..,..,..,..,..,..,48.78,51.39,..,..,..,..,..,..,100.00,120.00,120.00,60.00,45.00,52.50,50.00,..,..,..
"..REGION II (CAGAYAN VALLEY)","Durian",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Grapes, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Grapes, red",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Guapple",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.50,..,10.00,..,..,..,38.00,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Guava",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.00,30.00,30.00,17.52,10.00,10.00,..,..,..
"..REGION II (CAGAYAN VALLEY)","Guayabano [Soursop]",..,..,..,..,16.69,18.99,..,..,..,..,..,..,..,..,..,..,25.50,28.57,..,..,..,..,..,..,..,..,..,..,30.33,26.00,..,..,..,..,..,..,..,..,..,..,18.52,33.33,..,..,..,..,..,..,26.42,28.22,35.00,14.41,41.64,34.48,26.60,25.01,25.00,..,..,..
"..REGION II (CAGAYAN VALLEY)","Honeydew melon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.19,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Jackfruit, ripe",..,..,..,..,16.47,19.79,..,..,..,..,..,..,..,..,..,..,46.15,42.97,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.00,60.00,47.92,35.00,24.87,24.93,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Lanzones",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,120.00,..,120.00,120.00,100.00,..,..,..
"..REGION II (CAGAYAN VALLEY)","Mandarin Ladu",..,..,..,..,..,..,..,35.63,26.87,18.45,15.22,..,..,..,..,..,..,..,..,33.89,27.47,18.65,28.54,..,..,..,..,..,..,..,..,32.03,24.35,31.28,21.48,..,..,..,..,..,..,..,..,42.33,19.42,26.47,33.92,..,25.73,..,..,..,23.80,25.00,35.00,40.00,42.00,..,..,..
"..REGION II (CAGAYAN VALLEY)","Mandarin Szinkom",..,..,14.38,22.17,..,..,..,..,19.22,14.03,13.17,..,..,..,18.76,20.61,..,..,..,..,11.03,10.20,11.38,..,..,..,..,..,..,..,..,..,13.18,12.59,12.39,..,..,..,..,..,..,..,..,..,15.33,13.00,12.47,..,25.00,..,..,..,..,40.00,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Mango Carabao, green",..,..,..,31.54,28.95,25.42,..,..,..,..,..,..,..,..,..,53.50,38.08,37.93,38.86,..,..,..,..,..,..,..,..,29.78,35.94,59.62,53.88,..,..,..,..,..,..,..,..,26.07,23.50,31.81,..,..,..,..,..,..,..,100.00,..,21.94,22.58,30.75,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Mango Indian, green",..,..,..,9.84,9.59,7.63,..,..,..,..,..,..,..,..,..,12.19,9.64,10.20,9.56,..,..,..,..,..,..,..,..,11.42,10.42,11.69,9.69,..,..,..,..,..,..,..,..,9.27,12.74,8.44,..,..,..,..,..,..,18.00,18.50,22.89,50.00,50.00,15.00,30.32,30.47,15.00,..,..,..
"..REGION II (CAGAYAN VALLEY)","Mango Piko, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.00,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Mango, Other Variety",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.00,40.38,19.33,20.00,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Mangosteen",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Marang",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Muskmelon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Orange",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.73,..,55.50,..,..,54.07,45.00,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Papaya Hawaiian",16.03,17.55,14.90,14.81,18.38,17.63,17.96,15.96,17.69,17.84,17.31,17.59,18.07,17.19,17.89,19.37,18.20,21.53,19.53,19.76,21.70,20.03,20.31,19.11,18.67,19.67,21.01,19.97,22.28,17.96,15.29,11.14,14.14,11.40,13.90,18.67,21.21,21.66,25.57,23.39,16.57,22.74,21.96,20.78,23.37,25.85,23.17,25.71,17.25,17.78,18.30,..,25.00,..,18.00,18.00,22.50,..,..,..
"..REGION II (CAGAYAN VALLEY)","Papaya native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.04,4.61,4.71,4.18,4.74,4.71,5.84,7.27,6.20,..,..,..,13.75,13.83,15.34,27.84,25.64,50.00,8.81,7.60,10.53,..,..,..
"..REGION II (CAGAYAN VALLEY)","Papaya Sinta",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Papaya Solo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Pineapple Formosa",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.00,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Pineapple Hawaiian",26.38,25.05,22.72,22.47,20.28,17.66,16.97,21.44,26.57,28.11,26.04,31.17,28.26,28.93,24.66,22.74,23.13,18.72,17.57,16.54,19.75,21.71,22.98,26.87,26.02,28.65,26.97,23.41,23.80,18.74,17.19,..,..,29.25,25.00,23.39,25.03,23.95,25.53,15.59,24.45,15.61,14.14,24.24,16.25,24.79,27.38,26.98,..,..,30.00,..,..,30.00,24.07,35.00,30.00,..,..,..
"..REGION II (CAGAYAN VALLEY)","Pineapple native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.00,25.62,22.11,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Pomelo",10.65,10.72,11.37,10.15,15.92,11.72,9.56,11.25,12.38,11.17,9.65,10.47,11.30,13.22,12.34,10.45,9.75,8.63,11.05,8.90,10.71,11.79,10.67,12.92,10.35,9.64,8.96,10.40,10.39,8.29,6.64,7.32,9.74,24.42,16.70,10.91,9.04,8.49,8.10,9.34,11.03,8.09,9.46,8.41,10.97,17.74,12.56,21.51,9.89,17.50,20.00,16.89,19.00,18.60,7.34,7.76,10.30,..,..,..
"..REGION II (CAGAYAN VALLEY)","Rambutan",..,..,..,..,..,..,..,51.46,44.62,..,..,..,..,..,..,..,..,..,70.43,71.14,40.15,..,..,..,..,..,..,..,..,..,89.96,80.00,62.20,53.48,40.00,..,..,..,..,..,..,..,..,37.56,33.85,35.45,31.43,..,40.00,..,..,22.15,..,50.00,40.00,36.50,36.53,..,..,..
"..REGION II (CAGAYAN VALLEY)","Santol native",..,..,..,..,..,..,15.12,11.63,9.94,..,..,..,..,..,..,..,..,..,11.49,11.97,17.26,..,..,..,..,..,..,..,..,..,8.76,9.17,..,..,..,..,..,..,..,..,..,..,7.22,6.38,..,..,..,..,10.00,..,10.00,..,..,15.00,10.00,10.00,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Siniguelas [Jamaica plum]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.00,40.00,25.55,20.28,40.00,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Starapple",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.66,44.90,30.00,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Tamarind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.00,7.37,6.00,10.36,1.38,20.00,..,..,12.50,..,..,..
"..REGION II (CAGAYAN VALLEY)","Watermelon",..,..,13.61,12.92,15.69,..,..,..,..,..,..,..,..,..,13.89,8.76,8.08,..,..,..,..,..,..,..,..,..,14.46,19.20,15.26,..,..,..,..,..,..,..,..,..,15.07,19.25,15.65,15.64,19.85,..,..,..,..,..,19.13,25.00,25.00,35.17,25.00,25.00,40.00,6.67,10.00,..,..,..
"..REGION II (CAGAYAN VALLEY)","Anonas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Aratelis (Manzanita)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Balimbing",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Banana, Other Variety",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.00,35.00,30.77,..,..,15.00,..,..,..
"..REGION II (CAGAYAN VALLEY)","Bignay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.00,..,..,40.00,..,..,..
"..REGION II (CAGAYAN VALLEY)","Breadfruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.00,..,10.00,10.00,..,..,..
"..REGION II (CAGAYAN VALLEY)","Camatchili",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.00,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Canistel",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.00,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Duhat",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.00,50.00,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Golden Melon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Karamay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.00,..,..,..,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Lemon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.00,..,..,80.00,20.65,80.00,47.50,50.00,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Lime",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.00,..,40.00,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Makopa",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.00,..,..,..,..,..,..
"..REGION II (CAGAYAN VALLEY)","Passion fruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION III (CENTRAL LUZON)","Tambis",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION III (CENTRAL LUZON)","Atis [Sugarapple]",..,..,..,..,..,..,..,53.22,53.76,..,..,..,..,..,..,..,..,..,..,53.11,56.80,55.00,..,..,..,..,..,..,..,..,55.82,46.24,..,..,..,..,..,..,..,..,..,..,58.86,55.58,..,..,..,..,..,50.00,..,40.00,60.00,60.00,65.00,79.19,87.63,..,..,..
"..REGION III (CENTRAL LUZON)","Avocado",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.00,..,35.31,35.00,41.84,60.81,34.95,..,..,..,..
"..REGION III (CENTRAL LUZON)","Banana Bungulan, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.33,26.83,26.00,31.00,34.00,35.00,40.00,30.67,30.67,..,..,..
"..REGION III (CENTRAL LUZON)","Banana Cavendish",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION III (CENTRAL LUZON)","Banana Lakatan, green",36.18,33.88,37.12,38.45,37.96,32.87,30.52,29.06,31.51,31.49,35.65,34.02,53.41,43.72,39.86,39.70,39.67,39.46,40.46,41.25,42.87,42.90,44.67,41.70,45.65,39.54,42.34,39.57,40.75,40.78,40.66,37.36,38.04,37.48,38.11,36.10,38.90,43.21,39.60,39.84,43.68,36.06,37.94,38.52,38.99,37.46,37.17,40.66,38.51,31.44,35.15,44.77,39.33,28.78,31.91,44.99,20.01,..,..,..
"..REGION III (CENTRAL LUZON)","Banana Latundan, green",27.22,26.41,29.28,30.34,29.33,27.49,27.11,26.73,27.86,27.49,29.62,26.89,31.37,30.28,30.32,29.83,31.07,28.85,28.22,29.88,28.26,29.34,30.38,31.97,29.42,26.78,27.27,27.73,27.96,27.36,25.44,26.21,23.95,24.49,24.20,25.91,25.79,28.26,29.68,31.75,31.15,31.82,31.86,29.92,30.28,30.74,29.21,29.33,31.80,38.78,37.48,25.13,29.22,25.50,26.01,24.52,21.84,..,..,..
"..REGION III (CENTRAL LUZON)","Banana Saba, green",20.65,20.11,19.86,21.23,19.95,19.62,20.29,20.81,20.69,19.74,20.13,20.33,24.17,22.12,23.79,22.92,23.52,21.37,20.74,19.35,19.77,20.09,21.24,23.24,20.56,19.36,20.36,19.84,20.16,19.97,19.15,18.44,18.81,18.67,16.86,17.00,17.09,20.04,21.76,21.50,21.79,21.82,21.71,22.00,20.62,20.40,19.99,19.82,23.40,24.14,27.31,19.84,17.93,17.55,19.63,19.21,21.01,..,..,..
"..REGION III (CENTRAL LUZON)","Calamansi",24.93,28.15,43.73,37.69,30.11,33.20,24.30,24.70,20.67,20.24,24.41,34.38,28.46,53.90,37.01,50.67,41.30,29.57,28.80,24.69,22.92,25.43,30.96,34.55,31.52,56.01,58.21,53.24,47.95,43.94,35.26,34.86,28.33,38.28,47.47,51.94,39.41,44.60,65.02,61.41,43.14,33.89,29.45,30.95,26.88,42.53,40.53,38.90,44.10,43.12,44.90,30.75,38.51,40.47,40.63,29.56,22.06,..,..,..
"..REGION III (CENTRAL LUZON)","Chico [Sapota]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.00,20.00,34.27,47.50,35.00,35.00,35.00,..,..,..
"..REGION III (CENTRAL LUZON)","Dragon fruit",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.58,68.87,..,..,..,85.00,85.00,85.00,85.00,90.00,95.86,70.64,75.41,77.13,..,..,..
"..REGION III (CENTRAL LUZON)","Durian",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION III (CENTRAL LUZON)","Grapes, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION III (CENTRAL LUZON)","Grapes, red",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION III (CENTRAL LUZON)","Guapple",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.00,55.00,65.00,180.00,180.00,100.00,100.00,102.50,102.50,..,..,..
"..REGION III (CENTRAL LUZON)","Guava",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.31,35.24,42.94,27.51,43.82,47.13,36.52,40.39,35.66,..,..,..
"..REGION III (CENTRAL LUZON)","Guayabano [Soursop]",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.50,45.00,42.87,34.36,29.75,25.00,50.00,50.14,20.00,..,..,..
"..REGION III (CENTRAL LUZON)","Honeydew melon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION III (CENTRAL LUZON)","Jackfruit, ripe",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.00,39.17,37.50,40.00,53.24,47.04,29.50,35.00,50.00,..,..,..
"..REGION III (CENTRAL LUZON)","Lanzones",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION III (CENTRAL LUZON)","Mandarin Ladu",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION III (CENTRAL LUZON)","Mandarin Szinkom",..,..,..,..,..,..,..,..,16.38,15.00,18.31,21.21,..,..,..,..,..,..,..,..,37.48,22.39,22.39,26.74,25.68,28.57,32.67,..,..,..,..,..,23.59,24.57,28.81,..,..,..,..,..,..,..,..,..,20.24,21.88,26.31,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION III (CENTRAL LUZON)","Mango Carabao, green",66.20,70.28,59.85,46.15,32.34,56.90,..,..,..,..,..,84.53,77.19,69.86,56.05,58.78,49.73,51.50,33.44,..,..,..,..,75.13,55.68,56.69,52.27,43.32,38.55,89.18,..,..,..,..,60.00,64.03,61.02,60.90,62.38,59.53,43.15,47.16,..,..,..,..,..,93.82,65.03,63.17,66.14,40.01,59.40,49.35,40.00,50.00,55.00,..,..,..
