,Species,Geolocation,Value,Year,Quarter,Volume
1658,Tiger Prawn,Region VII (Central Visayas),42292.4,2021, Quarter 2,105.73
1659,Tiger Prawn,Region VIII (Eastern Visayas),536.0,2021, Quarter 2,1.84
1660,Tiger Prawn,Region IX (Zamboanga Peninsula),49353.26,2021, Quarter 2,196.46
1661,Tiger Prawn,Region X (Nothern Mindanao),1527457.12,2021, Quarter 2,3654.65
1662,Tiger Prawn,Region XI (Davao Region),67.0,2021, Quarter 2,0.17
1663,Tiger Prawn,Region XII (SOCCSKSARGEN),2.4,2021, Quarter 2,0.02
1664,Tiger Prawn,Region XIII (Caraga),3169.29,2021, Quarter 2,10.7
1665,Tiger Prawn,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),27765.33,2021, Quarter 2,79.36
1666,Mudcrab,National Capital Region (NCR),3463.896666666667,2021, Quarter 2,41.126666666666665
1667,Mudcrab,Cordillera Administrative Region (CAR),318.8066666666667,2021, Quarter 2,0.9433333333333332
1668,Mudcrab,Region I (Ilocos Region),111.0,2021, Quarter 2,0.32
1669,Mudcrab,Region II (Cagayan Valley),7208.57,2021, Quarter 2,22.18
1670,Mudcrab,Region III (Central Luzon),1001199.04,2021, Quarter 2,2054.25
1671,Mudcrab,Region IV-A (CALABARZON),138.94,2021, Quarter 2,0.38
1672,Mudcrab,MIMAROPA Region,180.34,2021, Quarter 2,0.54
1673,Mudcrab,Region V (Bicol Region),19956.41,2021, Quarter 2,49.85
1674,Mudcrab,Region VI (Western Visayas),18757.76,2021, Quarter 2,42.66
1675,Mudcrab,Region VII (Central Visayas),42238.26666666667,2021, Quarter 2,331.27666666666664
1676,Mudcrab,Region VIII (Eastern Visayas),5414.69,2021, Quarter 2,8.36
1677,Mudcrab,Region IX (Zamboanga Peninsula),26667.91,2021, Quarter 2,87.46
1678,Mudcrab,Region X (Nothern Mindanao),816381.89,2021, Quarter 2,1885.2
1679,Mudcrab,Region XI (Davao Region),23.55,2021, Quarter 2,0.09
1680,Mudcrab,Region XII (SOCCSKSARGEN),1.8,2021, Quarter 2,0.01
1681,Mudcrab,Region XIII (Caraga),13144.47,2021, Quarter 2,24.71
1682,Mudcrab,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),774.13,2021, Quarter 2,2.28
1683,Endeavor Prawn,National Capital Region (NCR),641.0433333333334,2021, Quarter 2,2.1966666666666668
1684,Endeavor Prawn,Cordillera Administrative Region (CAR),15.079999999999998,2021, Quarter 2,0.09333333333333334
1685,Endeavor Prawn,Region I (Ilocos Region),1777.67,2021, Quarter 2,5.66
1686,Endeavor Prawn,Region II (Cagayan Valley),4271.34,2021, Quarter 2,13.56
1687,Endeavor Prawn,Region III (Central Luzon),1730.04,2021, Quarter 2,4.44
1688,Endeavor Prawn,Region IV-A (CALABARZON),8.8,2021, Quarter 2,0.03
1689,Endeavor Prawn,MIMAROPA Region,26.4,2021, Quarter 2,0.08
1690,Endeavor Prawn,Region V (Bicol Region),262.59,2021, Quarter 2,1.69
1691,Endeavor Prawn,Region VI (Western Visayas),3118.78,2021, Quarter 2,21.65
1692,Endeavor Prawn,Region VII (Central Visayas),1045.4933333333333,2021, Quarter 2,7.259999999999999
1693,Endeavor Prawn,Region VIII (Eastern Visayas),198.16999999999996,2021, Quarter 2,0.8166666666666665
1694,Endeavor Prawn,Region IX (Zamboanga Peninsula),96.29666666666667,2021, Quarter 2,0.6266666666666666
1695,Endeavor Prawn,Region X (Nothern Mindanao),576.81,2021, Quarter 2,2.32
1696,Endeavor Prawn,Region XI (Davao Region),10.4,2021, Quarter 2,0.05
1697,Endeavor Prawn,Region XII (SOCCSKSARGEN),3223.6266666666666,2021, Quarter 2,23.919999999999998
1698,Endeavor Prawn,Region XIII (Caraga),28.25,2021, Quarter 2,0.11
1699,Endeavor Prawn,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1021.6033333333335,2021, Quarter 2,7.6499999999999995
1700,White Shrimp,National Capital Region (NCR),5009.606666666667,2021, Quarter 2,74.74
1701,White Shrimp,Cordillera Administrative Region (CAR),60343.93666666667,2021, Quarter 2,575.7233333333332
1702,White Shrimp,Region I (Ilocos Region),1056.13,2021, Quarter 2,4.06
1703,White Shrimp,Region II (Cagayan Valley),1611.2,2021, Quarter 2,15.34
1704,White Shrimp,Region III (Central Luzon),8108.77,2021, Quarter 2,23.92
1705,White Shrimp,Region IV-A (CALABARZON),263.38,2021, Quarter 2,1.5
1706,White Shrimp,MIMAROPA Region,141496.92666666667,2021, Quarter 2,15925.11
1707,White Shrimp,Region V (Bicol Region),331.34,2021, Quarter 2,1.91
1708,White Shrimp,Region VI (Western Visayas),836.69,2021, Quarter 2,4.2
1709,White Shrimp,Region VII (Central Visayas),90.75,2021, Quarter 2,0.61
1710,White Shrimp,Region VIII (Eastern Visayas),2.4,2021, Quarter 2,0.01
1711,White Shrimp,Region IX (Zamboanga Peninsula),2977.58,2021, Quarter 2,27.2
1712,White Shrimp,Region X (Nothern Mindanao),517.11,2021, Quarter 2,2.91
1713,White Shrimp,Region XI (Davao Region),2.0,2021, Quarter 2,0.01
1714,White Shrimp,Region XII (SOCCSKSARGEN),2.3,2021, Quarter 2,0.02
1715,White Shrimp,Region XIII (Caraga),315.47,2021, Quarter 2,1.19
1716,White Shrimp,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),7432.18,2021, Quarter 2,35.47
1717,Grouper,National Capital Region (NCR),3533.8033333333333,2021, Quarter 2,41.27333333333333
1718,Grouper,Cordillera Administrative Region (CAR),5536.626666666666,2021, Quarter 2,50.11666666666667
1719,Grouper,Region I (Ilocos Region),399.4,2021, Quarter 2,0.98
1720,Grouper,Region II (Cagayan Valley),21.0,2021, Quarter 2,0.05
1721,Grouper,Region III (Central Luzon),1615924.0599999998,2021, Quarter 2,14494.953333333333
1722,Grouper,Region IV-A (CALABARZON),728.8,2021, Quarter 2,1.68
1723,Grouper,MIMAROPA Region,101.66,2021, Quarter 2,0.32
1724,Grouper,Region V (Bicol Region),431.31,2021, Quarter 2,1.12
1725,Grouper,Region VI (Western Visayas),2820.05,2021, Quarter 2,7.43
1726,Grouper,Region VII (Central Visayas),151.6,2021, Quarter 2,0.32
1727,Grouper,Region VIII (Eastern Visayas),95.42,2021, Quarter 2,0.28
1728,Grouper,Region IX (Zamboanga Peninsula),220.83,2021, Quarter 2,0.65
1729,Grouper,Region X (Nothern Mindanao),113071.46999999999,2021, Quarter 2,1040.46
1730,Grouper,Region XI (Davao Region),4.72,2021, Quarter 2,0.04
1731,Grouper,Region XII (SOCCSKSARGEN),26611.713333333333,2021, Quarter 2,224.14
1732,Grouper,Region XIII (Caraga),0.3,2021, Quarter 2,0.0
1733,Grouper,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),4.8,2021, Quarter 2,0.05
1734,Siganid,National Capital Region (NCR),129558.83333333333,2021, Quarter 2,15762.63
1735,Siganid,Cordillera Administrative Region (CAR),469846.9533333333,2021, Quarter 2,67069.79666666668
1736,Siganid,Region I (Ilocos Region),6850.65,2021, Quarter 2,24.82
1737,Siganid,Region II (Cagayan Valley),21419.83,2021, Quarter 2,60.38
1738,Siganid,Region III (Central Luzon),75.9,2021, Quarter 2,0.35
1739,Siganid,Region IV-A (CALABARZON),275.25,2021, Quarter 2,1.42
1740,Siganid,MIMAROPA Region,130324.89,2021, Quarter 2,15764.433333333334
1741,Siganid,Region V (Bicol Region),3.4,2021, Quarter 2,0.02
1742,Siganid,Region VI (Western Visayas),8.64,2021, Quarter 2,0.03
1743,Siganid,Region VII (Central Visayas),20803.366666666665,2021, Quarter 2,3939.893333333334
1744,Siganid,Region VIII (Eastern Visayas),6.4,2021, Quarter 2,0.03
1745,Siganid,Region IX (Zamboanga Peninsula),128877.72000000002,2021, Quarter 2,16256.089999999998
1746,Siganid,Region X (Nothern Mindanao),300.0,2021, Quarter 2,1.2
1747,Siganid,Region XI (Davao Region),762.84,2021, Quarter 2,3.6
1748,Siganid,Region XII (SOCCSKSARGEN),402.0,2021, Quarter 2,1.5
1749,Siganid,Region XIII (Caraga),125.4,2021, Quarter 2,0.52
1750,Siganid,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),478326.00666666665,2021, Quarter 2,67094.24666666666
1751,P. Vannamei,National Capital Region (NCR),41452.59333333333,2021, Quarter 2,15920.416666666666
1752,P. Vannamei,Cordillera Administrative Region (CAR),469071.9633333333,2021, Quarter 2,67067.81999999999
1753,P. Vannamei,Region I (Ilocos Region),121529.23,2021, Quarter 2,424.71
1754,P. Vannamei,Region II (Cagayan Valley),207191.2,2021, Quarter 2,540.97
1755,P. Vannamei,Region III (Central Luzon),365533.23,2021, Quarter 2,1317.41
1756,P. Vannamei,Region IV-A (CALABARZON),66781.71,2021, Quarter 2,214.36
1757,P. Vannamei,MIMAROPA Region,167775.51666666663,2021, Quarter 2,15895.730000000001
1758,P. Vannamei,Region V (Bicol Region),9582.95,2021, Quarter 2,19.19
1759,P. Vannamei,Region VI (Western Visayas),30734.06,2021, Quarter 2,118.26
1760,P. Vannamei,Region VII (Central Visayas),333237.57,2021, Quarter 2,1324.5
1761,P. Vannamei,Region VIII (Eastern Visayas),6.37,2021, Quarter 2,0.02
1762,P. Vannamei,Region IX (Zamboanga Peninsula),28166.256666666668,2021, Quarter 2,205.65333333333334
1763,P. Vannamei,Region X (Nothern Mindanao),64987.71666666667,2021, Quarter 2,2052.246666666667
1764,P. Vannamei,Region XI (Davao Region),138845.25,2021, Quarter 2,621.95
1765,P. Vannamei,Region XII (SOCCSKSARGEN),249792.6,2021, Quarter 2,1282.5
1766,P. Vannamei,Region XIII (Caraga),36675.04,2021, Quarter 2,120.47
1767,P. Vannamei,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),469119.8633333333,2021, Quarter 2,51313.84333333333
1768,Spiny Lobster,National Capital Region (NCR),7531.116666666666,2021, Quarter 2,18.87333333333333
1769,Spiny Lobster,Cordillera Administrative Region (CAR),38962.14333333333,2021, Quarter 2,310.38
1770,Spiny Lobster,Region I (Ilocos Region),11566.426666666666,2021, Quarter 2,26.493333333333336
1771,Spiny Lobster,Region II (Cagayan Valley),16422.82,2021, Quarter 2,38.346666666666664
1772,Spiny Lobster,Region III (Central Luzon),1595084.9833333334,2021, Quarter 2,2592.0133333333333
1773,Spiny Lobster,Region IV-A (CALABARZON),1590440.2733333334,2021, Quarter 2,2583.0433333333335
1774,Spiny Lobster,MIMAROPA Region,129708.06,2021, Quarter 2,15771.503333333334
1775,Spiny Lobster,Region V (Bicol Region),86864.06,2021, Quarter 2,147.56333333333333
1776,Spiny Lobster,Region VI (Western Visayas),384.1,2021, Quarter 2,0.2
1777,Spiny Lobster,Region VII (Central Visayas),14226.1,2021, Quarter 2,35.31
1778,Spiny Lobster,Region VIII (Eastern Visayas),1.8,2021, Quarter 2,0.0
1779,Spiny Lobster,Region IX (Zamboanga Peninsula),103286.18666666666,2021, Quarter 2,213.45000000000002
1780,Spiny Lobster,Region X (Nothern Mindanao),509252.9733333334,2021, Quarter 2,1218.6166666666666
1781,Spiny Lobster,Region XI (Davao Region),277.41333333333336,2021, Quarter 2,1.6566666666666665
1782,Spiny Lobster,Region XII (SOCCSKSARGEN),951.6666666666666,2021, Quarter 2,0.8866666666666666
1783,Spiny Lobster,Region XIII (Caraga),2450.6,2021, Quarter 2,1.14
1784,Spiny Lobster,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),374265.51333333337,2021, Quarter 2,51551.87666666667
1785,Carp,National Capital Region (NCR),54.33,2021, Quarter 2,2.24
1786,Carp,Cordillera Administrative Region (CAR),1.8,2021, Quarter 2,0.01
1787,Carp,Region I (Ilocos Region),131.16,2021, Quarter 2,2.28
1788,Carp,Region II (Cagayan Valley),286.43,2021, Quarter 2,3.54
1789,Carp,Region III (Central Luzon),296.65,2021, Quarter 2,8.43
1790,Carp,Region IV-A (CALABARZON),242711.53,2021, Quarter 2,9708.62
1791,Carp,MIMAROPA Region,22.716666666666665,2021, Quarter 2,0.8000000000000002
1792,Carp,Region V (Bicol Region),9.74,2021, Quarter 2,0.11
1793,Carp,Region VI (Western Visayas),3.37,2021, Quarter 2,0.03
1794,Carp,Region VII (Central Visayas),4.7,2021, Quarter 2,0.04
1795,Carp,Region VIII (Eastern Visayas),0.48,2021, Quarter 2,0.0
1796,Carp,Region IX (Zamboanga Peninsula),80912.92333333332,2021, Quarter 2,3236.296666666667
1797,Carp,Region X (Nothern Mindanao),1741.86,2021, Quarter 2,14.11
1798,Carp,Region XI (Davao Region),2.85,2021, Quarter 2,0.02
1799,Carp,Region XII (SOCCSKSARGEN),60.42,2021, Quarter 2,0.78
1800,Carp,Region XIII (Caraga),4.03,2021, Quarter 2,0.04
1801,Carp,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),340.43,2021, Quarter 2,2.53
1802,Catfish,National Capital Region (NCR),61.803333333333335,2021, Quarter 2,1.08
1803,Catfish,Cordillera Administrative Region (CAR),6.82,2021, Quarter 2,0.05
1804,Catfish,Region I (Ilocos Region),119.06,2021, Quarter 2,0.85
1805,Catfish,Region II (Cagayan Valley),3016.24,2021, Quarter 2,27.66
1806,Catfish,Region III (Central Luzon),73094.28,2021, Quarter 2,799.64
1807,Catfish,Region IV-A (CALABARZON),3373.93,2021, Quarter 2,39.21
1808,Catfish,MIMAROPA Region,12.02,2021, Quarter 2,0.15
1809,Catfish,Region V (Bicol Region),429.99,2021, Quarter 2,3.52
1810,Catfish,Region VI (Western Visayas),1602.93,2021, Quarter 2,12.05
1811,Catfish,Region VII (Central Visayas),6.41,2021, Quarter 2,0.06
1812,Catfish,Region VIII (Eastern Visayas),11.29,2021, Quarter 2,0.07
1813,Catfish,Region IX (Zamboanga Peninsula),17.5,2021, Quarter 2,0.16
1814,Catfish,Region X (Nothern Mindanao),1919.09,2021, Quarter 2,9.61
1815,Catfish,Region XI (Davao Region),32454.11,2021, Quarter 2,264.88
1816,Catfish,Region XII (SOCCSKSARGEN),9641.83,2021, Quarter 2,71.6
1817,Catfish,Region XIII (Caraga),6.17,2021, Quarter 2,0.04
1818,Catfish,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),3031.59,2021, Quarter 2,22.82
1819,Gourami,National Capital Region (NCR),167.42333333333332,2021, Quarter 2,0.44333333333333336
1820,Gourami,Cordillera Administrative Region (CAR),5536.626666666666,2021, Quarter 2,0.15
1821,Gourami,Region I (Ilocos Region),1.21,2021, Quarter 2,0.03
1822,Gourami,Region II (Cagayan Valley),5.86,2021, Quarter 2,0.07
1823,Gourami,Region III (Central Luzon),3429.38,2021, Quarter 2,95.03
1824,Gourami,Region IV-A (CALABARZON),1459.67,2021, Quarter 2,32.45333333333334
1825,Gourami,MIMAROPA Region,5543.826666666667,2021, Quarter 2,50.126666666666665
1826,Gourami,Region V (Bicol Region),0.3,2021, Quarter 2,0.0
1827,Gourami,Region VI (Western Visayas),941.2233333333335,2021, Quarter 2,2.486666666666667
1828,Gourami,Region VII (Central Visayas),1022.3566666666667,2021, Quarter 2,0.21000000000000005
1829,Gourami,Region VIII (Eastern Visayas),35920.0,2021, Quarter 2,296.56333333333333
1830,Gourami,Region IX (Zamboanga Peninsula),316.6433333333333,2021, Quarter 2,0.7766666666666667
1831,Gourami,Region X (Nothern Mindanao),35.913333333333334,2021, Quarter 2,0.8799999999999999
1832,Gourami,Region XI (Davao Region),4.373333333333334,2021, Quarter 2,0.06
1833,Gourami,Region XII (SOCCSKSARGEN),7.6,2021, Quarter 2,0.12
1834,Gourami,Region XIII (Caraga),2.9,2021, Quarter 2,0.04666666666666666
1835,Gourami,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),40004.93666666667,2021, Quarter 2,322.65333333333336
1836,Mudfish,National Capital Region (NCR),683.8333333333334,2021, Quarter 2,18.303333333333335
1837,Mudfish,Cordillera Administrative Region (CAR),1.95,2021, Quarter 2,0.01
1838,Mudfish,Region I (Ilocos Region),36.04,2021, Quarter 2,0.34
1839,Mudfish,Region II (Cagayan Valley),622.68,2021, Quarter 2,6.36
1840,Mudfish,Region III (Central Luzon),5164.81,2021, Quarter 2,60.58
1841,Mudfish,Region IV-A (CALABARZON),2012.9333333333334,2021, Quarter 2,2573.8700000000003
1842,Mudfish,MIMAROPA Region,31.8,2021, Quarter 2,0.31
1843,Mudfish,Region V (Bicol Region),1.56,2021, Quarter 2,0.02
1844,Mudfish,Region VI (Western Visayas),29.86,2021, Quarter 2,0.26
1845,Mudfish,Region VII (Central Visayas),2.16,2021, Quarter 2,0.02
1846,Mudfish,Region VIII (Eastern Visayas),0.45,2021, Quarter 2,0.0
1847,Mudfish,Region IX (Zamboanga Peninsula),735.05,2021, Quarter 2,9.19
1848,Mudfish,Region X (Nothern Mindanao),872.73,2021, Quarter 2,5.81
1849,Mudfish,Region XI (Davao Region),2922.31,2021, Quarter 2,21.3
1850,Mudfish,Region XII (SOCCSKSARGEN),1895.22,2021, Quarter 2,13.07
1851,Mudfish,Region XIII (Caraga),2.62,2021, Quarter 2,0.02
1852,Mudfish,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),40228.14333333333,2021, Quarter 2,323.29333333333335
1853,Freshwater Prawn,National Capital Region (NCR),601.7600000000001,2021, Quarter 2,1.9233333333333336
1854,Freshwater Prawn,Cordillera Administrative Region (CAR),44.96,2021, Quarter 2,0.15
1855,Freshwater Prawn,Region I (Ilocos Region),603.46,2021, Quarter 2,1.9200000000000002
1856,Freshwater Prawn,Region II (Cagayan Valley),31.5,2021, Quarter 2,0.07
1857,Freshwater Prawn,Region III (Central Luzon),9.08,2021, Quarter 2,0.02
1858,Freshwater Prawn,Region IV-A (CALABARZON),582.64,2021, Quarter 2,1.4966666666666668
1859,Freshwater Prawn,MIMAROPA Region,46.693333333333335,2021, Quarter 2,0.18333333333333335
1860,Freshwater Prawn,Region V (Bicol Region),88.73666666666666,2021, Quarter 2,0.5733333333333334
1861,Freshwater Prawn,Region VI (Western Visayas),3.32,2021, Quarter 2,0.03
1862,Freshwater Prawn,Region VII (Central Visayas),1042.8366666666668,2021, Quarter 2,7.333333333333333
1863,Freshwater Prawn,Region VIII (Eastern Visayas),227.83999999999995,2021, Quarter 2,0.8899999999999998
1864,Freshwater Prawn,Region IX (Zamboanga Peninsula),90.56333333333333,2021, Quarter 2,0.5733333333333334
1865,Freshwater Prawn,Region X (Nothern Mindanao),196.0033333333333,2021, Quarter 2,0.7966666666666665
1866,Freshwater Prawn,Region XI (Davao Region),6.266666666666667,2021, Quarter 2,0.7966666666666665
1867,Freshwater Prawn,Region XII (SOCCSKSARGEN),0.8,2021, Quarter 2,0.02
1868,Freshwater Prawn,Region XIII (Caraga),12.216666666666667,2021, Quarter 2,0.08333333333333333
1869,Freshwater Prawn,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1020.9300000000002,2021, Quarter 2,7.6499999999999995
1870,Others,National Capital Region (NCR),121.63,2021, Quarter 2,6.35
1871,Others,Cordillera Administrative Region (CAR),3.2,2021, Quarter 2,0.08
1872,Others,Region I (Ilocos Region),601.85,2021, Quarter 2,4.22
1873,Others,Region II (Cagayan Valley),52.24,2021, Quarter 2,0.49
1874,Others,Region III (Central Luzon),14134.44,2021, Quarter 2,45.1
1875,Others,Region IV-A (CALABARZON),94617.10666666667,2021, Quarter 2,35.276666666666664
1876,Others,MIMAROPA Region,1.47,2021, Quarter 2,0.01
1877,Others,Region V (Bicol Region),4775.38,2021, Quarter 2,19.14
1878,Others,Region VI (Western Visayas),1988.9,2021, Quarter 2,16.13
1879,Others,Region VII (Central Visayas),60.88,2021, Quarter 2,0.17
1880,Others,Region VIII (Eastern Visayas),55.94,2021, Quarter 2,0.21
1881,Others,Region IX (Zamboanga Peninsula),5.58,2021, Quarter 2,0.18
1882,Others,Region X (Nothern Mindanao),66.0,2021, Quarter 2,0.3
1883,Others,Region XI (Davao Region),475.63,2021, Quarter 2,2.21
1884,Others,Region XII (SOCCSKSARGEN),720.78,2021, Quarter 2,2.67
1885,Others,Region XIII (Caraga),11320.58,2021, Quarter 2,15.63
1886,Others,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),146.9,2021, Quarter 2,0.54
1887,Oyster,National Capital Region (NCR),973.8833333333333,2021, Quarter 2,168.37666666666667
1888,Oyster,Cordillera Administrative Region (CAR),50.52333333333333,2021, Quarter 2,0.21
1889,Oyster,Region I (Ilocos Region),2798.55,2021, Quarter 2,74.07
1890,Oyster,Region II (Cagayan Valley),5938.14,2021, Quarter 2,539.83
1891,Oyster,Region III (Central Luzon),672116.79,2021, Quarter 2,24948.66
1892,Oyster,Region IV-A (CALABARZON),1213.69,2021, Quarter 2,60.55
1893,Oyster,MIMAROPA Region,42.1,2021, Quarter 2,2.1466666666666665
1894,Oyster,Region V (Bicol Region),15129.480000000001,2021, Quarter 2,840.02
1895,Oyster,Region VI (Western Visayas),31030.11,2021, Quarter 2,2481.73
1896,Oyster,Region VII (Central Visayas),2124.59,2021, Quarter 2,113.66
1897,Oyster,Region VIII (Eastern Visayas),0.48,2021, Quarter 2,0.03
1898,Oyster,Region IX (Zamboanga Peninsula),8134.11,2021, Quarter 2,383.41
1899,Oyster,Region X (Nothern Mindanao),887.0433333333334,2021, Quarter 2,57.77
1900,Oyster,Region XI (Davao Region),2594.65,2021, Quarter 2,172.98
1901,Oyster,Region XII (SOCCSKSARGEN),84369.34333333334,2021, Quarter 2,486.05
1902,Oyster,Region XIII (Caraga),99262.74,2021, Quarter 2,46.25666666666666
1903,Oyster,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),341855.64666666667,2021, Quarter 2,51313.84333333333
1904,Mussel,National Capital Region (NCR),1983.66,2021, Quarter 2,54.26
1905,Mussel,Cordillera Administrative Region (CAR),132.71666666666667,2021, Quarter 2,20.246666666666666
1906,Mussel,Region I (Ilocos Region),873.85,2021, Quarter 2,19.606666666666666
1907,Mussel,Region II (Cagayan Valley),413.3066666666667,2021, Quarter 2,7.756666666666668
1908,Mussel,Region III (Central Luzon),565.0,2021, Quarter 2,16.42
1909,Mussel,Region IV-A (CALABARZON),268503.19,2021, Quarter 2,7651.84
1910,Mussel,MIMAROPA Region,393.0,2021, Quarter 2,60.65
1911,Mussel,Region V (Bicol Region),24.42,2021, Quarter 2,0.6
1912,Mussel,Region VI (Western Visayas),35310.65,2021, Quarter 2,2313.88
1913,Mussel,Region VII (Central Visayas),13352.703333333333,2021, Quarter 2,863.0533333333334
1914,Mussel,Region VIII (Eastern Visayas),4686.58,2021, Quarter 2,275.11
1915,Mussel,Region IX (Zamboanga Peninsula),89754.21999999999,2021, Quarter 2,2553.7366666666667
1916,Mussel,Region X (Nothern Mindanao),81.91,2021, Quarter 2,1.58
1917,Mussel,Region XI (Davao Region),1159.95,2021, Quarter 2,8.363333333333333
1918,Mussel,Region XII (SOCCSKSARGEN),872.8733333333333,2021, Quarter 2,5.983333333333333
1919,Mussel,Region XIII (Caraga),4406.14,2021, Quarter 2,6.1066666666666665
1920,Mussel,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),50.68333333333333,2021, Quarter 2,0.21
1921,Seaweed,National Capital Region (NCR),129558.83333333333,2021, Quarter 2,15762.63
1922,Seaweed,Cordillera Administrative Region (CAR),469080.89666666667,2021, Quarter 2,67067.81999999999
1923,Seaweed,Region I (Ilocos Region),30.0,2021, Quarter 2,0.6
1924,Seaweed,Region II (Cagayan Valley),158.0,2021, Quarter 2,19.75
1925,Seaweed,Region III (Central Luzon),3266.45,2021, Quarter 2,435.53
1926,Seaweed,Region IV-A (CALABARZON),68.27,2021, Quarter 2,3.28
1927,Seaweed,MIMAROPA Region,381795.85,2021, Quarter 2,47262.47
1928,Seaweed,Region V (Bicol Region),178598.44,2021, Quarter 2,12350.5
1929,Seaweed,Region VI (Western Visayas),188133.91,2021, Quarter 2,26628.8
1930,Seaweed,Region VII (Central Visayas),62395.06,2021, Quarter 2,11819.62
1931,Seaweed,Region VIII (Eastern Visayas),15693.64,2021, Quarter 2,920.06
1932,Seaweed,Region IX (Zamboanga Peninsula),386354.51,2021, Quarter 2,48766.83
1933,Seaweed,Region X (Nothern Mindanao),56111.53,2021, Quarter 2,5534.77
1934,Seaweed,Region XI (Davao Region),5898.12,2021, Quarter 2,391.56
1935,Seaweed,Region XII (SOCCSKSARGEN),585.0,2021, Quarter 2,27.48
1936,Seaweed,Region XIII (Caraga),19036.21,2021, Quarter 2,2858.27
1937,Seaweed,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),1025416.84,2021, Quarter 2,153940.91
1938,Milkfish,National Capital Region (NCR),3215.96,2021, Quarter 3,42.33
1939,Milkfish,Cordillera Administrative Region (CAR),75446.11666666667,2021, Quarter 3,698.7966666666667
1940,Milkfish,Region I (Ilocos Region),2828743.17,2021, Quarter 3,24319.48
1941,Milkfish,Region II (Cagayan Valley),2365.24,2021, Quarter 3,21.49
1942,Milkfish,Region III (Central Luzon),1066352.36,2021, Quarter 3,10129.97
1943,Milkfish,Region IV-A (CALABARZON),1893336.13,2021, Quarter 3,17595.33
1944,Milkfish,MIMAROPA Region,120095.15,2021, Quarter 3,1185.17
1945,Milkfish,Region V (Bicol Region),138229.69,2021, Quarter 3,1454.59
1946,Milkfish,Region VI (Western Visayas),3975733.7,2021, Quarter 3,36972.66
1947,Milkfish,Region VII (Central Visayas),323339.82,2021, Quarter 3,2674.33
1948,Milkfish,Region VIII (Eastern Visayas),167840.07,2021, Quarter 3,1433.86
1949,Milkfish,Region IX (Zamboanga Peninsula),281063.95,2021, Quarter 3,2877.14
1950,Milkfish,Region X (Nothern Mindanao),542216.72,2021, Quarter 3,5033.38
1951,Milkfish,Region XI (Davao Region),1099519.68,2021, Quarter 3,8660.23
1952,Milkfish,Region XII (SOCCSKSARGEN),110399.73,2021, Quarter 3,958.83
1953,Milkfish,Region XIII (Caraga),97462.44,2021, Quarter 3,782.13
1954,Milkfish,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),106108.1,2021, Quarter 3,899.47
1955,Tilapia,National Capital Region (NCR),913.6,2021, Quarter 3,15.91
1956,Tilapia,Cordillera Administrative Region (CAR),73191.87,2021, Quarter 3,692.11
1957,Tilapia,Region I (Ilocos Region),40776.3,2021, Quarter 3,375.44
1958,Tilapia,Region II (Cagayan Valley),238044.35,2021, Quarter 3,2614.16
1959,Tilapia,Region III (Central Luzon),1126481.38,2021, Quarter 3,13799.59
1960,Tilapia,Region IV-A (CALABARZON),1142247.18,2021, Quarter 3,15116.27
1961,Tilapia,MIMAROPA Region,5911.96,2021, Quarter 3,61.88
1962,Tilapia,Region V (Bicol Region),161442.7,2021, Quarter 3,1593.24
1963,Tilapia,Region VI (Western Visayas),61894.21,2021, Quarter 3,687.39
1964,Tilapia,Region VII (Central Visayas),10548.02,2021, Quarter 3,82.75
1965,Tilapia,Region VIII (Eastern Visayas),7252.8,2021, Quarter 3,51.73
1966,Tilapia,Region IX (Zamboanga Peninsula),7514.04,2021, Quarter 3,107.95
1967,Tilapia,Region X (Nothern Mindanao),26149.89,2021, Quarter 3,241.33
1968,Tilapia,Region XI (Davao Region),104315.22,2021, Quarter 3,839.38
1969,Tilapia,Region XII (SOCCSKSARGEN),120734.93,2021, Quarter 3,1186.26
1970,Tilapia,Region XIII (Caraga),17497.98,2021, Quarter 3,161.79
1971,Tilapia,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),320693.71,2021, Quarter 3,2742.1
1972,Tiger Prawn,National Capital Region (NCR),72907.66666666667,2021, Quarter 3,138.34666666666666
1973,Tiger Prawn,Cordillera Administrative Region (CAR),44372.82666666666,2021, Quarter 3,279.4533333333333
1974,Tiger Prawn,Region I (Ilocos Region),176709.29,2021, Quarter 3,304.7
