,Species,Geolocation,Year-Quarter,Volume,Value
950,..Freshwater Prawn,..Region XIII (Caraga),2020 Quarter 3,..,..
951,..Freshwater Prawn,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 3,..,..
952,..Others,..National Capital Region (NCR),2020 Quarter 3,2.87,57.48
953,..Others,..Cordillera Administrative Region (CAR),2020 Quarter 3,..,..
954,..Others,..Region I (Ilocos Region),2020 Quarter 3,2.94,917.69
955,..Others,..Region II (Cagayan Valley),2020 Quarter 3,0.83,61.33
956,..Others,..Region III (Central Luzon),2020 Quarter 3,99.57,9453.20
957,..Others,..Region IV-A (CALABARZON),2020 Quarter 3,0.23,80.40
958,..Others,..MIMAROPA Region,2020 Quarter 3,0.10,120.00
959,..Others,..Region V (Bicol Region),2020 Quarter 3,6.93,2514.99
960,..Others,..Region VI (Western Visayas),2020 Quarter 3,8.05,910.44
961,..Others,..Region VII (Central Visayas),2020 Quarter 3,0.06,2.25
962,..Others,..Region VIII (Eastern Visayas),2020 Quarter 3,..,..
963,..Others,..Region IX (Zamboanga Peninsula),2020 Quarter 3,0.08,2.28
964,..Others,..Region X (Nothern Mindanao),2020 Quarter 3,0.02,1.62
965,..Others,..Region XI (Davao Region),2020 Quarter 3,2.07,422.53
966,..Others,..Region XII (SOCCSKSARGEN),2020 Quarter 3,1.03,229.26
967,..Others,..Region XIII (Caraga),2020 Quarter 3,19.69,15292.40
968,..Others,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 3,0.11,17.07
969,..Oyster,..National Capital Region (NCR),2020 Quarter 3,..,..
970,..Oyster,..Cordillera Administrative Region (CAR),2020 Quarter 3,..,..
971,..Oyster,..Region I (Ilocos Region),2020 Quarter 3,158.93,3534.00
972,..Oyster,..Region II (Cagayan Valley),2020 Quarter 3,140.65,1406.46
973,..Oyster,..Region III (Central Luzon),2020 Quarter 3,39.20,1261.06
974,..Oyster,..Region IV-A (CALABARZON),2020 Quarter 3,6.90,152.18
975,..Oyster,..MIMAROPA Region,2020 Quarter 3,..,..
976,..Oyster,..Region V (Bicol Region),2020 Quarter 3,6.00,90.00
977,..Oyster,..Region VI (Western Visayas),2020 Quarter 3,3921.10,43364.20
978,..Oyster,..Region VII (Central Visayas),2020 Quarter 3,151.52,2554.99
979,..Oyster,..Region VIII (Eastern Visayas),2020 Quarter 3,1.85,29.21
980,..Oyster,..Region IX (Zamboanga Peninsula),2020 Quarter 3,65.10,1354.03
981,..Oyster,..Region X (Nothern Mindanao),2020 Quarter 3,..,..
982,..Oyster,..Region XI (Davao Region),2020 Quarter 3,761.07,7610.67
983,..Oyster,..Region XII (SOCCSKSARGEN),2020 Quarter 3,..,..
984,..Oyster,..Region XIII (Caraga),2020 Quarter 3,..,..
985,..Oyster,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 3,..,..
986,..Mussel,..National Capital Region (NCR),2020 Quarter 3,103.33,4133.10
987,..Mussel,..Cordillera Administrative Region (CAR),2020 Quarter 3,..,..
988,..Mussel,..Region I (Ilocos Region),2020 Quarter 3,19.39,365.80
989,..Mussel,..Region II (Cagayan Valley),2020 Quarter 3,..,..
990,..Mussel,..Region III (Central Luzon),2020 Quarter 3,36.60,1364.92
991,..Mussel,..Region IV-A (CALABARZON),2020 Quarter 3,30.34,1213.48
992,..Mussel,..MIMAROPA Region,2020 Quarter 3,4.46,42.14
993,..Mussel,..Region V (Bicol Region),2020 Quarter 3,66.78,2141.58
994,..Mussel,..Region VI (Western Visayas),2020 Quarter 3,597.37,10502.50
995,..Mussel,..Region VII (Central Visayas),2020 Quarter 3,..,..
996,..Mussel,..Region VIII (Eastern Visayas),2020 Quarter 3,1505.65,27616.22
997,..Mussel,..Region IX (Zamboanga Peninsula),2020 Quarter 3,..,..
998,..Mussel,..Region X (Nothern Mindanao),2020 Quarter 3,1.48,70.99
999,..Mussel,..Region XI (Davao Region),2020 Quarter 3,..,..
1000,..Mussel,..Region XII (SOCCSKSARGEN),2020 Quarter 3,..,..
1001,..Mussel,..Region XIII (Caraga),2020 Quarter 3,..,..
1002,..Mussel,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 3,..,..
1003,..Seaweed,..National Capital Region (NCR),2020 Quarter 3,..,..
1004,..Seaweed,..Cordillera Administrative Region (CAR),2020 Quarter 3,..,..
1005,..Seaweed,..Region I (Ilocos Region),2020 Quarter 3,1.84,43.66
1006,..Seaweed,..Region II (Cagayan Valley),2020 Quarter 3,7.50,48.75
1007,..Seaweed,..Region III (Central Luzon),2020 Quarter 3,168.00,1008.00
1008,..Seaweed,..Region IV-A (CALABARZON),2020 Quarter 3,16.82,195.86
1009,..Seaweed,..MIMAROPA Region,2020 Quarter 3,38944.07,248290.02
1010,..Seaweed,..Region V (Bicol Region),2020 Quarter 3,17031.21,236269.89
1011,..Seaweed,..Region VI (Western Visayas),2020 Quarter 3,14349.00,122009.21
1012,..Seaweed,..Region VII (Central Visayas),2020 Quarter 3,7580.54,35516.58
1013,..Seaweed,..Region VIII (Eastern Visayas),2020 Quarter 3,11738.81,117416.04
1014,..Seaweed,..Region IX (Zamboanga Peninsula),2020 Quarter 3,49219.76,323821.58
1015,..Seaweed,..Region X (Nothern Mindanao),2020 Quarter 3,9899.33,122050.96
1016,..Seaweed,..Region XI (Davao Region),2020 Quarter 3,55.25,618.51
1017,..Seaweed,..Region XII (SOCCSKSARGEN),2020 Quarter 3,49.70,745.50
1018,..Seaweed,..Region XIII (Caraga),2020 Quarter 3,2085.34,17176.68
1019,..Seaweed,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 3,152175.37,1054262.84
1020,All Species,..National Capital Region (NCR),2020 Quarter 4,9.79,690.61
1021,All Species,..Cordillera Administrative Region (CAR),2020 Quarter 4,796.91,83469.73
1022,All Species,..Region I (Ilocos Region),2020 Quarter 4,70587.18,8225306.14
1023,All Species,..Region II (Cagayan Valley),2020 Quarter 4,2938.08,512671.28
1024,All Species,..Region III (Central Luzon),2020 Quarter 4,62940.50,10242874.70
1025,All Species,..Region IV-A (CALABARZON),2020 Quarter 4,36365.83,3032203.63
1026,All Species,..MIMAROPA Region,2020 Quarter 4,227192.40,1598485.90
1027,All Species,..Region V (Bicol Region),2020 Quarter 4,9977.81,934803.91
1028,All Species,..Region VI (Western Visayas),2020 Quarter 4,43205.66,3238836.83
1029,All Species,..Region VII (Central Visayas),2020 Quarter 4,13101.01,546155.78
1030,All Species,..Region VIII (Eastern Visayas),2020 Quarter 4,4595.85,127468.29
1031,All Species,..Region IX (Zamboanga Peninsula),2020 Quarter 4,38490.16,383013.45
1032,All Species,..Region X (Nothern Mindanao),2020 Quarter 4,14899.29,2442058.87
1033,All Species,..Region XI (Davao Region),2020 Quarter 4,5831.96,627172.44
1034,All Species,..Region XII (SOCCSKSARGEN),2020 Quarter 4,4926.70,641570.81
1035,All Species,..Region XIII (Caraga),2020 Quarter 4,4661.40,398772.29
1036,All Species,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,209530.76,2642510.08
1037,..Milkfish,..National Capital Region (NCR),2020 Quarter 4,4.49,269.45
1038,..Milkfish,..Cordillera Administrative Region (CAR),2020 Quarter 4,..,..
1039,..Milkfish,..Region I (Ilocos Region),2020 Quarter 4,66843.64,7633914.73
1040,..Milkfish,..Region II (Cagayan Valley),2020 Quarter 4,5.56,722.79
1041,..Milkfish,..Region III (Central Luzon),2020 Quarter 4,20563.06,2090098.03
1042,..Milkfish,..Region IV-A (CALABARZON),2020 Quarter 4,12908.89,1215484.70
1043,..Milkfish,..MIMAROPA Region,2020 Quarter 4,231.67,24255.58
1044,..Milkfish,..Region V (Bicol Region),2020 Quarter 4,1523.16,148730.23
1045,..Milkfish,..Region VI (Western Visayas),2020 Quarter 4,16737.83,1606485.44
1046,..Milkfish,..Region VII (Central Visayas),2020 Quarter 4,1689.56,171223.78
1047,..Milkfish,..Region VIII (Eastern Visayas),2020 Quarter 4,486.62,69535.69
1048,..Milkfish,..Region IX (Zamboanga Peninsula),2020 Quarter 4,1052.68,85191.26
1049,..Milkfish,..Region X (Nothern Mindanao),2020 Quarter 4,4443.54,468428.32
1050,..Milkfish,..Region XI (Davao Region),2020 Quarter 4,4254.63,433258.99
1051,..Milkfish,..Region XII (SOCCSKSARGEN),2020 Quarter 4,1912.42,202461.32
1052,..Milkfish,..Region XIII (Caraga),2020 Quarter 4,2228.04,224225.15
1053,..Milkfish,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,4822.30,576540.79
1054,..Tilapia,..National Capital Region (NCR),2020 Quarter 4,2.86,114.54
1055,..Tilapia,..Cordillera Administrative Region (CAR),2020 Quarter 4,796.81,83457.23
1056,..Tilapia,..Region I (Ilocos Region),2020 Quarter 4,2492.00,218453.35
1057,..Tilapia,..Region II (Cagayan Valley),2020 Quarter 4,1908.80,190757.32
1058,..Tilapia,..Region III (Central Luzon),2020 Quarter 4,31086.93,2648586.46
1059,..Tilapia,..Region IV-A (CALABARZON),2020 Quarter 4,15035.28,1309985.37
1060,..Tilapia,..MIMAROPA Region,2020 Quarter 4,46.84,4435.04
1061,..Tilapia,..Region V (Bicol Region),2020 Quarter 4,1791.58,187636.94
1062,..Tilapia,..Region VI (Western Visayas),2020 Quarter 4,4348.04,349178.09
1063,..Tilapia,..Region VII (Central Visayas),2020 Quarter 4,83.79,9269.68
1064,..Tilapia,..Region VIII (Eastern Visayas),2020 Quarter 4,16.06,2136.60
1065,..Tilapia,..Region IX (Zamboanga Peninsula),2020 Quarter 4,156.46,10500.69
1066,..Tilapia,..Region X (Nothern Mindanao),2020 Quarter 4,387.99,44172.92
1067,..Tilapia,..Region XI (Davao Region),2020 Quarter 4,1061.55,132519.98
1068,..Tilapia,..Region XII (SOCCSKSARGEN),2020 Quarter 4,1371.20,140543.36
1069,..Tilapia,..Region XIII (Caraga),2020 Quarter 4,45.51,5625.88
1070,..Tilapia,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,5544.03,648244.56
1071,..Tiger Prawn,..National Capital Region (NCR),2020 Quarter 4,..,..
1072,..Tiger Prawn,..Cordillera Administrative Region (CAR),2020 Quarter 4,..,..
1073,..Tiger Prawn,..Region I (Ilocos Region),2020 Quarter 4,541.95,325151.67
1074,..Tiger Prawn,..Region II (Cagayan Valley),2020 Quarter 4,1.08,373.85
1075,..Tiger Prawn,..Region III (Central Luzon),2020 Quarter 4,7728.01,4490111.35
1076,..Tiger Prawn,..Region IV-A (CALABARZON),2020 Quarter 4,43.99,12713.92
1077,..Tiger Prawn,..MIMAROPA Region,2020 Quarter 4,127.59,48193.08
1078,..Tiger Prawn,..Region V (Bicol Region),2020 Quarter 4,1278.29,461556.73
1079,..Tiger Prawn,..Region VI (Western Visayas),2020 Quarter 4,599.38,227315.63
1080,..Tiger Prawn,..Region VII (Central Visayas),2020 Quarter 4,38.50,7700.40
1081,..Tiger Prawn,..Region VIII (Eastern Visayas),2020 Quarter 4,0.73,158.33
1082,..Tiger Prawn,..Region IX (Zamboanga Peninsula),2020 Quarter 4,103.23,26949.59
1083,..Tiger Prawn,..Region X (Nothern Mindanao),2020 Quarter 4,2970.03,1099930.80
1084,..Tiger Prawn,..Region XI (Davao Region),2020 Quarter 4,0.12,32.82
1085,..Tiger Prawn,..Region XII (SOCCSKSARGEN),2020 Quarter 4,0.06,30.00
1086,..Tiger Prawn,..Region XIII (Caraga),2020 Quarter 4,40.51,13484.03
1087,..Tiger Prawn,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,45.94,16647.75
1088,..Mudcrab,..National Capital Region (NCR),2020 Quarter 4,..,..
1089,..Mudcrab,..Cordillera Administrative Region (CAR),2020 Quarter 4,..,..
1090,..Mudcrab,..Region I (Ilocos Region),2020 Quarter 4,0.33,134.19
1091,..Mudcrab,..Region II (Cagayan Valley),2020 Quarter 4,1.23,449.03
1092,..Mudcrab,..Region III (Central Luzon),2020 Quarter 4,1147.41,648056.08
1093,..Mudcrab,..Region IV-A (CALABARZON),2020 Quarter 4,71.41,51158.77
1094,..Mudcrab,..MIMAROPA Region,2020 Quarter 4,10.24,2103.61
1095,..Mudcrab,..Region V (Bicol Region),2020 Quarter 4,116.54,50037.87
1096,..Mudcrab,..Region VI (Western Visayas),2020 Quarter 4,1791.65,761530.18
1097,..Mudcrab,..Region VII (Central Visayas),2020 Quarter 4,1.00,500.00
1098,..Mudcrab,..Region VIII (Eastern Visayas),2020 Quarter 4,1.56,675.23
1099,..Mudcrab,..Region IX (Zamboanga Peninsula),2020 Quarter 4,151.69,52562.96
1100,..Mudcrab,..Region X (Nothern Mindanao),2020 Quarter 4,2242.30,757741.34
1101,..Mudcrab,..Region XI (Davao Region),2020 Quarter 4,0.62,218.08
1102,..Mudcrab,..Region XII (SOCCSKSARGEN),2020 Quarter 4,0.01,2.00
1103,..Mudcrab,..Region XIII (Caraga),2020 Quarter 4,182.39,57113.78
1104,..Mudcrab,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,94.79,34618.48
1105,..Endeavor Prawn,..National Capital Region (NCR),2020 Quarter 4,..,..
1106,..Endeavor Prawn,..Cordillera Administrative Region (CAR),2020 Quarter 4,..,..
1107,..Endeavor Prawn,..Region I (Ilocos Region),2020 Quarter 4,0.20,66.11
1108,..Endeavor Prawn,..Region II (Cagayan Valley),2020 Quarter 4,2.33,605.57
1109,..Endeavor Prawn,..Region III (Central Luzon),2020 Quarter 4,33.75,11811.84
1110,..Endeavor Prawn,..Region IV-A (CALABARZON),2020 Quarter 4,0.02,5.00
1111,..Endeavor Prawn,..MIMAROPA Region,2020 Quarter 4,0.33,66.14
1112,..Endeavor Prawn,..Region V (Bicol Region),2020 Quarter 4,34.88,6707.50
1113,..Endeavor Prawn,..Region VI (Western Visayas),2020 Quarter 4,40.04,4604.75
1114,..Endeavor Prawn,..Region VII (Central Visayas),2020 Quarter 4,..,..
1115,..Endeavor Prawn,..Region VIII (Eastern Visayas),2020 Quarter 4,..,..
1116,..Endeavor Prawn,..Region IX (Zamboanga Peninsula),2020 Quarter 4,0.06,13.32
1117,..Endeavor Prawn,..Region X (Nothern Mindanao),2020 Quarter 4,7.64,1738.29
1118,..Endeavor Prawn,..Region XI (Davao Region),2020 Quarter 4,0.30,59.10
1119,..Endeavor Prawn,..Region XII (SOCCSKSARGEN),2020 Quarter 4,..,..
1120,..Endeavor Prawn,..Region XIII (Caraga),2020 Quarter 4,0.00,0.90
1121,..Endeavor Prawn,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,..,..
1122,..White Shrimp,..National Capital Region (NCR),2020 Quarter 4,..,..
1123,..White Shrimp,..Cordillera Administrative Region (CAR),2020 Quarter 4,..,..
1124,..White Shrimp,..Region I (Ilocos Region),2020 Quarter 4,1.91,486.00
1125,..White Shrimp,..Region II (Cagayan Valley),2020 Quarter 4,2.44,256.25
1126,..White Shrimp,..Region III (Central Luzon),2020 Quarter 4,55.15,21621.93
1127,..White Shrimp,..Region IV-A (CALABARZON),2020 Quarter 4,0.00,0.99
1128,..White Shrimp,..MIMAROPA Region,2020 Quarter 4,1.70,524.99
1129,..White Shrimp,..Region V (Bicol Region),2020 Quarter 4,47.54,9034.35
1130,..White Shrimp,..Region VI (Western Visayas),2020 Quarter 4,4.00,655.25
1131,..White Shrimp,..Region VII (Central Visayas),2020 Quarter 4,0.04,4.80
1132,..White Shrimp,..Region VIII (Eastern Visayas),2020 Quarter 4,10.50,2625.00
1133,..White Shrimp,..Region IX (Zamboanga Peninsula),2020 Quarter 4,20.48,2078.30
1134,..White Shrimp,..Region X (Nothern Mindanao),2020 Quarter 4,17.84,2941.97
1135,..White Shrimp,..Region XI (Davao Region),2020 Quarter 4,0.10,26.00
1136,..White Shrimp,..Region XII (SOCCSKSARGEN),2020 Quarter 4,0.02,3.00
1137,..White Shrimp,..Region XIII (Caraga),2020 Quarter 4,0.94,184.44
1138,..White Shrimp,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,60.83,13642.82
1139,..Grouper,..National Capital Region (NCR),2020 Quarter 4,..,..
1140,..Grouper,..Cordillera Administrative Region (CAR),2020 Quarter 4,..,..
1141,..Grouper,..Region I (Ilocos Region),2020 Quarter 4,0.53,163.04
1142,..Grouper,..Region II (Cagayan Valley),2020 Quarter 4,..,..
1143,..Grouper,..Region III (Central Luzon),2020 Quarter 4,0.04,16.10
1144,..Grouper,..Region IV-A (CALABARZON),2020 Quarter 4,1.98,928.91
1145,..Grouper,..MIMAROPA Region,2020 Quarter 4,0.24,94.08
1146,..Grouper,..Region V (Bicol Region),2020 Quarter 4,0.06,20.11
1147,..Grouper,..Region VI (Western Visayas),2020 Quarter 4,14.76,5422.64
1148,..Grouper,..Region VII (Central Visayas),2020 Quarter 4,1.27,483.10
1149,..Grouper,..Region VIII (Eastern Visayas),2020 Quarter 4,9.03,2794.48
1150,..Grouper,..Region IX (Zamboanga Peninsula),2020 Quarter 4,0.43,154.60
1151,..Grouper,..Region X (Nothern Mindanao),2020 Quarter 4,..,..
1152,..Grouper,..Region XI (Davao Region),2020 Quarter 4,..,..
1153,..Grouper,..Region XII (SOCCSKSARGEN),2020 Quarter 4,..,..
1154,..Grouper,..Region XIII (Caraga),2020 Quarter 4,0.05,6.75
1155,..Grouper,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,0.05,7.80
1156,..Siganid,..National Capital Region (NCR),2020 Quarter 4,..,..
1157,..Siganid,..Cordillera Administrative Region (CAR),2020 Quarter 4,..,..
1158,..Siganid,..Region I (Ilocos Region),2020 Quarter 4,8.25,2662.95
1159,..Siganid,..Region II (Cagayan Valley),2020 Quarter 4,0.28,74.38
1160,..Siganid,..Region III (Central Luzon),2020 Quarter 4,0.02,3.25
1161,..Siganid,..Region IV-A (CALABARZON),2020 Quarter 4,0.50,80.00
1162,..Siganid,..MIMAROPA Region,2020 Quarter 4,0.02,3.60
1163,..Siganid,..Region V (Bicol Region),2020 Quarter 4,0.07,11.88
1164,..Siganid,..Region VI (Western Visayas),2020 Quarter 4,0.08,18.53
1165,..Siganid,..Region VII (Central Visayas),2020 Quarter 4,0.11,21.00
1166,..Siganid,..Region VIII (Eastern Visayas),2020 Quarter 4,1.53,214.53
1167,..Siganid,..Region IX (Zamboanga Peninsula),2020 Quarter 4,..,..
1168,..Siganid,..Region X (Nothern Mindanao),2020 Quarter 4,0.05,6.30
1169,..Siganid,..Region XI (Davao Region),2020 Quarter 4,1.22,319.58
1170,..Siganid,..Region XII (SOCCSKSARGEN),2020 Quarter 4,..,..
1171,..Siganid,..Region XIII (Caraga),2020 Quarter 4,0.60,107.60
1172,..Siganid,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,..,..
1173,..P. Vannamei,..National Capital Region (NCR),2020 Quarter 4,..,..
1174,..P. Vannamei,..Cordillera Administrative Region (CAR),2020 Quarter 4,..,..
1175,..P. Vannamei,..Region I (Ilocos Region),2020 Quarter 4,37.17,13917.75
1176,..P. Vannamei,..Region II (Cagayan Valley),2020 Quarter 4,904.22,311957.56
1177,..P. Vannamei,..Region III (Central Luzon),2020 Quarter 4,527.27,178449.37
1178,..P. Vannamei,..Region IV-A (CALABARZON),2020 Quarter 4,1090.34,343416.12
1179,..P. Vannamei,..MIMAROPA Region,2020 Quarter 4,11.20,4028.96
1180,..P. Vannamei,..Region V (Bicol Region),2020 Quarter 4,4.52,906.94
1181,..P. Vannamei,..Region VI (Western Visayas),2020 Quarter 4,141.22,31660.58
1182,..P. Vannamei,..Region VII (Central Visayas),2020 Quarter 4,1246.50,321024.05
1183,..P. Vannamei,..Region VIII (Eastern Visayas),2020 Quarter 4,0.20,50.00
1184,..P. Vannamei,..Region IX (Zamboanga Peninsula),2020 Quarter 4,..,..
1185,..P. Vannamei,..Region X (Nothern Mindanao),2020 Quarter 4,0.75,210.00
1186,..P. Vannamei,..Region XI (Davao Region),2020 Quarter 4,195.62,37600.08
1187,..P. Vannamei,..Region XII (SOCCSKSARGEN),2020 Quarter 4,1476.66,283161.42
1188,..P. Vannamei,..Region XIII (Caraga),2020 Quarter 4,165.74,49721.46
1189,..P. Vannamei,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,..,..
1190,..Spiny Lobster,..National Capital Region (NCR),2020 Quarter 4,..,..
1191,..Spiny Lobster,..Cordillera Administrative Region (CAR),2020 Quarter 4,..,..
1192,..Spiny Lobster,..Region I (Ilocos Region),2020 Quarter 4,..,..
1193,..Spiny Lobster,..Region II (Cagayan Valley),2020 Quarter 4,..,..
1194,..Spiny Lobster,..Region III (Central Luzon),2020 Quarter 4,..,..
1195,..Spiny Lobster,..Region IV-A (CALABARZON),2020 Quarter 4,..,..
1196,..Spiny Lobster,..MIMAROPA Region,2020 Quarter 4,..,..
1197,..Spiny Lobster,..Region V (Bicol Region),2020 Quarter 4,..,..
1198,..Spiny Lobster,..Region VI (Western Visayas),2020 Quarter 4,0.48,934.60
1199,..Spiny Lobster,..Region VII (Central Visayas),2020 Quarter 4,..,..
1200,..Spiny Lobster,..Region VIII (Eastern Visayas),2020 Quarter 4,..,..
1201,..Spiny Lobster,..Region IX (Zamboanga Peninsula),2020 Quarter 4,..,..
1202,..Spiny Lobster,..Region X (Nothern Mindanao),2020 Quarter 4,..,..
1203,..Spiny Lobster,..Region XI (Davao Region),2020 Quarter 4,..,..
1204,..Spiny Lobster,..Region XII (SOCCSKSARGEN),2020 Quarter 4,..,..
1205,..Spiny Lobster,..Region XIII (Caraga),2020 Quarter 4,1.09,1217.99
1206,..Spiny Lobster,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,0.08,93.60
1207,..Carp,..National Capital Region (NCR),2020 Quarter 4,..,..
1208,..Carp,..Cordillera Administrative Region (CAR),2020 Quarter 4,0.05,6.50
1209,..Carp,..Region I (Ilocos Region),2020 Quarter 4,0.02,1.99
1210,..Carp,..Region II (Cagayan Valley),2020 Quarter 4,3.29,258.68
1211,..Carp,..Region III (Central Luzon),2020 Quarter 4,91.75,3444.99
1212,..Carp,..Region IV-A (CALABARZON),2020 Quarter 4,7050.50,85243.64
1213,..Carp,..MIMAROPA Region,2020 Quarter 4,0.00,0.14
1214,..Carp,..Region V (Bicol Region),2020 Quarter 4,2.81,139.44
1215,..Carp,..Region VI (Western Visayas),2020 Quarter 4,0.02,2.03
1216,..Carp,..Region VII (Central Visayas),2020 Quarter 4,0.11,12.51
1217,..Carp,..Region VIII (Eastern Visayas),2020 Quarter 4,0.00,0.63
1218,..Carp,..Region IX (Zamboanga Peninsula),2020 Quarter 4,..,..
1219,..Carp,..Region X (Nothern Mindanao),2020 Quarter 4,12.71,1557.70
1220,..Carp,..Region XI (Davao Region),2020 Quarter 4,0.03,2.99
1221,..Carp,..Region XII (SOCCSKSARGEN),2020 Quarter 4,0.37,29.46
1222,..Carp,..Region XIII (Caraga),2020 Quarter 4,..,..
1223,..Carp,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,3.12,405.60
1224,..Catfish,..National Capital Region (NCR),2020 Quarter 4,..,..
1225,..Catfish,..Cordillera Administrative Region (CAR),2020 Quarter 4,0.03,3.75
1226,..Catfish,..Region I (Ilocos Region),2020 Quarter 4,3.58,339.77
1227,..Catfish,..Region II (Cagayan Valley),2020 Quarter 4,57.42,5709.99
1228,..Catfish,..Region III (Central Luzon),2020 Quarter 4,1123.30,100736.00
1229,..Catfish,..Region IV-A (CALABARZON),2020 Quarter 4,52.17,4962.37
1230,..Catfish,..MIMAROPA Region,2020 Quarter 4,0.08,4.85
1231,..Catfish,..Region V (Bicol Region),2020 Quarter 4,9.23,1032.01
1232,..Catfish,..Region VI (Western Visayas),2020 Quarter 4,489.15,60486.28
1233,..Catfish,..Region VII (Central Visayas),2020 Quarter 4,0.03,2.92
1234,..Catfish,..Region VIII (Eastern Visayas),2020 Quarter 4,1.25,248.33
1235,..Catfish,..Region IX (Zamboanga Peninsula),2020 Quarter 4,0.05,2.15
1236,..Catfish,..Region X (Nothern Mindanao),2020 Quarter 4,0.10,9.92
1237,..Catfish,..Region XI (Davao Region),2020 Quarter 4,166.47,19444.88
1238,..Catfish,..Region XII (SOCCSKSARGEN),2020 Quarter 4,105.35,13543.81
1239,..Catfish,..Region XIII (Caraga),2020 Quarter 4,0.01,1.37
1240,..Catfish,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,46.82,6513.59
1241,..Gourami,..National Capital Region (NCR),2020 Quarter 4,..,..
1242,..Gourami,..Cordillera Administrative Region (CAR),2020 Quarter 4,..,..
1243,..Gourami,..Region I (Ilocos Region),2020 Quarter 4,0.03,1.67
1244,..Gourami,..Region II (Cagayan Valley),2020 Quarter 4,0.01,1.05
1245,..Gourami,..Region III (Central Luzon),2020 Quarter 4,6.13,255.50
1246,..Gourami,..Region IV-A (CALABARZON),2020 Quarter 4,..,..
1247,..Gourami,..MIMAROPA Region,2020 Quarter 4,..,..
1248,..Gourami,..Region V (Bicol Region),2020 Quarter 4,0.03,2.59
1249,..Gourami,..Region VI (Western Visayas),2020 Quarter 4,..,..
1250,..Gourami,..Region VII (Central Visayas),2020 Quarter 4,..,..
1251,..Gourami,..Region VIII (Eastern Visayas),2020 Quarter 4,..,..
1252,..Gourami,..Region IX (Zamboanga Peninsula),2020 Quarter 4,..,..
1253,..Gourami,..Region X (Nothern Mindanao),2020 Quarter 4,..,..
1254,..Gourami,..Region XI (Davao Region),2020 Quarter 4,0.00,0.17
1255,..Gourami,..Region XII (SOCCSKSARGEN),2020 Quarter 4,0.13,6.71
1256,..Gourami,..Region XIII (Caraga),2020 Quarter 4,..,..
1257,..Gourami,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,..,..
1258,..Mudfish,..National Capital Region (NCR),2020 Quarter 4,..,..
1259,..Mudfish,..Cordillera Administrative Region (CAR),2020 Quarter 4,0.02,2.25
1260,..Mudfish,..Region I (Ilocos Region),2020 Quarter 4,26.76,1896.56
1261,..Mudfish,..Region II (Cagayan Valley),2020 Quarter 4,6.15,574.16
1262,..Mudfish,..Region III (Central Luzon),2020 Quarter 4,424.95,48448.64
1263,..Mudfish,..Region IV-A (CALABARZON),2020 Quarter 4,..,..
1264,..Mudfish,..MIMAROPA Region,2020 Quarter 4,0.02,2.43
1265,..Mudfish,..Region V (Bicol Region),2020 Quarter 4,0.02,1.45
1266,..Mudfish,..Region VI (Western Visayas),2020 Quarter 4,0.23,26.26
1267,..Mudfish,..Region VII (Central Visayas),2020 Quarter 4,0.00,0.30
1268,..Mudfish,..Region VIII (Eastern Visayas),2020 Quarter 4,..,..
1269,..Mudfish,..Region IX (Zamboanga Peninsula),2020 Quarter 4,0.21,15.37
1270,..Mudfish,..Region X (Nothern Mindanao),2020 Quarter 4,13.31,1221.56
1271,..Mudfish,..Region XI (Davao Region),2020 Quarter 4,13.78,1141.54
1272,..Mudfish,..Region XII (SOCCSKSARGEN),2020 Quarter 4,8.10,898.71
1273,..Mudfish,..Region XIII (Caraga),2020 Quarter 4,0.01,0.40
1274,..Mudfish,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,..,..
1275,..Freshwater Prawn,..National Capital Region (NCR),2020 Quarter 4,..,..
1276,..Freshwater Prawn,..Cordillera Administrative Region (CAR),2020 Quarter 4,..,..
1277,..Freshwater Prawn,..Region I (Ilocos Region),2020 Quarter 4,..,..
